Time;Vazao
05/12/2024 08:45	331 m3/h
05/12/2024 09:00	318 m3/h
05/12/2024 09:15	333 m3/h
05/12/2024 09:30	356 m3/h
05/12/2024 09:45	360 m3/h
05/12/2024 10:00	359 m3/h
05/12/2024 10:15	354 m3/h
05/12/2024 10:30	357 m3/h
05/12/2024 10:45	352 m3/h
05/12/2024 11:00	360 m3/h
05/12/2024 11:15	356 m3/h
05/12/2024 11:30	358 m3/h
05/12/2024 11:45	360 m3/h
05/12/2024 12:00	360 m3/h
05/12/2024 12:15	360 m3/h
05/12/2024 12:30	360 m3/h
05/12/2024 12:45	353 m3/h
05/12/2024 13:00	359 m3/h
05/12/2024 13:15	350 m3/h
05/12/2024 13:30	344 m3/h
05/12/2024 13:45	358 m3/h
05/12/2024 14:00	350 m3/h
05/12/2024 14:15	344 m3/h
05/12/2024 14:30	337 m3/h
05/12/2024 14:45	336 m3/h
05/12/2024 15:00	335 m3/h
05/12/2024 15:15	341 m3/h
05/12/2024 15:30	329 m3/h
05/12/2024 15:45	303 m3/h
05/12/2024 16:00	287 m3/h
05/12/2024 16:15	287 m3/h
05/12/2024 16:30	340 m3/h
05/12/2024 16:45	358 m3/h
05/12/2024 17:00	353 m3/h
05/12/2024 17:15	332 m3/h
05/12/2024 17:30	303 m3/h
05/12/2024 17:45	306 m3/h
05/12/2024 18:00	278 m3/h
05/12/2024 18:15	261 m3/h
05/12/2024 18:30	272 m3/h
05/12/2024 18:45	270 m3/h
05/12/2024 19:00	289 m3/h
05/12/2024 19:15	268 m3/h
05/12/2024 19:30	277 m3/h
05/12/2024 19:45	258 m3/h
05/12/2024 20:00	294 m3/h
05/12/2024 20:15	275 m3/h
05/12/2024 20:30	270 m3/h
05/12/2024 20:45	276 m3/h
05/12/2024 21:00	305 m3/h
05/12/2024 21:15	311 m3/h
05/12/2024 21:30	291 m3/h
05/12/2024 21:45	275 m3/h
05/12/2024 22:00	261 m3/h
05/12/2024 22:15	267 m3/h
05/12/2024 22:30	257 m3/h
05/12/2024 22:45	256 m3/h
05/12/2024 23:00	255 m3/h
05/12/2024 23:15	257 m3/h
05/12/2024 23:30	245 m3/h
05/12/2024 23:45	237 m3/h
06/12/2024 00:00	258 m3/h
06/12/2024 00:15	272 m3/h
06/12/2024 00:30	290 m3/h
06/12/2024 00:45	317 m3/h
06/12/2024 01:00	326 m3/h
06/12/2024 01:15	328 m3/h
06/12/2024 01:30	324 m3/h
06/12/2024 01:45	327 m3/h
06/12/2024 02:00	326 m3/h
06/12/2024 02:15	319 m3/h
06/12/2024 02:30	321 m3/h
06/12/2024 02:45	323 m3/h
06/12/2024 03:00	319 m3/h
06/12/2024 03:15	319 m3/h
06/12/2024 03:30	308 m3/h
06/12/2024 03:45	313 m3/h
06/12/2024 04:00	293 m3/h
06/12/2024 04:15	282 m3/h
06/12/2024 04:30	288 m3/h
06/12/2024 04:45	289 m3/h
06/12/2024 05:00	285 m3/h
06/12/2024 05:15	287 m3/h
06/12/2024 05:30	291 m3/h
06/12/2024 05:45	295 m3/h
06/12/2024 06:00	286 m3/h
06/12/2024 06:15	276 m3/h
06/12/2024 06:30	291 m3/h
06/12/2024 06:45	300 m3/h
06/12/2024 07:00	319 m3/h
06/12/2024 07:15	337 m3/h
06/12/2024 07:30	323 m3/h
06/12/2024 07:45	323 m3/h
06/12/2024 08:00	327 m3/h
06/12/2024 08:15	312 m3/h
06/12/2024 08:30	324 m3/h
06/12/2024 08:45	352 m3/h
06/12/2024 09:00	337 m3/h
06/12/2024 09:15	333 m3/h
06/12/2024 09:30	323 m3/h
06/12/2024 09:45	313 m3/h
06/12/2024 10:00	344 m3/h
06/12/2024 10:15	323 m3/h
06/12/2024 10:30	334 m3/h
06/12/2024 10:45	304 m3/h
06/12/2024 11:00	293 m3/h
06/12/2024 11:15	302 m3/h
06/12/2024 11:30	307 m3/h
06/12/2024 11:45	312 m3/h
06/12/2024 12:00	286 m3/h
06/12/2024 12:15	300 m3/h
06/12/2024 12:30	287 m3/h
06/12/2024 12:45	273 m3/h
06/12/2024 13:00	271 m3/h
06/12/2024 13:15	278 m3/h
06/12/2024 13:30	257 m3/h
06/12/2024 13:45	276 m3/h
06/12/2024 14:00	308 m3/h
06/12/2024 14:15	281 m3/h
06/12/2024 14:30	293 m3/h
06/12/2024 14:45	278 m3/h
06/12/2024 15:00	283 m3/h
06/12/2024 15:15	268 m3/h
06/12/2024 15:30	259 m3/h
06/12/2024 15:45	266 m3/h
06/12/2024 16:00	266 m3/h
06/12/2024 16:15	271 m3/h
06/12/2024 16:30	257 m3/h
06/12/2024 16:45	253 m3/h
06/12/2024 17:00	257 m3/h
06/12/2024 17:15	271 m3/h
06/12/2024 17:30	285 m3/h
06/12/2024 17:45	273 m3/h
06/12/2024 18:00	248 m3/h
06/12/2024 18:15	225 m3/h
06/12/2024 18:30	215 m3/h
06/12/2024 18:45	209 m3/h
06/12/2024 19:00	208 m3/h
06/12/2024 19:15	206 m3/h
06/12/2024 19:30	213 m3/h
06/12/2024 19:45	200 m3/h
06/12/2024 20:00	131 m3/h
06/12/2024 20:15	103 m3/h
06/12/2024 20:30	120 m3/h
06/12/2024 20:45	187 m3/h
06/12/2024 21:00	211 m3/h
06/12/2024 21:15	232 m3/h
06/12/2024 21:30	226 m3/h
06/12/2024 21:45	247 m3/h
06/12/2024 22:00	248 m3/h
06/12/2024 22:15	258 m3/h
06/12/2024 22:30	245 m3/h
06/12/2024 22:45	226 m3/h
06/12/2024 23:00	211 m3/h
06/12/2024 23:15	223 m3/h
06/12/2024 23:30	226 m3/h
06/12/2024 23:45	246 m3/h
07/12/2024 00:00	258 m3/h
07/12/2024 00:15	273 m3/h
07/12/2024 00:30	276 m3/h
07/12/2024 00:45	270 m3/h
07/12/2024 01:00	274 m3/h
07/12/2024 01:15	281 m3/h
07/12/2024 01:30	279 m3/h
07/12/2024 01:45	294 m3/h
07/12/2024 02:00	288 m3/h
07/12/2024 02:15	290 m3/h
07/12/2024 02:30	257 m3/h
07/12/2024 02:45	244 m3/h
07/12/2024 03:00	242 m3/h
07/12/2024 03:15	250 m3/h
07/12/2024 03:30	238 m3/h
07/12/2024 03:45	241 m3/h
07/12/2024 04:00	250 m3/h
07/12/2024 04:15	255 m3/h
07/12/2024 04:30	262 m3/h
07/12/2024 04:45	271 m3/h
07/12/2024 05:00	282 m3/h
07/12/2024 05:15	293 m3/h
07/12/2024 05:30	291 m3/h
07/12/2024 05:45	294 m3/h
07/12/2024 06:00	292 m3/h
07/12/2024 06:15	294 m3/h
07/12/2024 06:30	327 m3/h
07/12/2024 06:45	340 m3/h
07/12/2024 07:00	331 m3/h
07/12/2024 07:15	335 m3/h
07/12/2024 07:30	357 m3/h
07/12/2024 07:45	357 m3/h
07/12/2024 08:00	359 m3/h
07/12/2024 08:15	359 m3/h
07/12/2024 08:30	353 m3/h
07/12/2024 08:45	358 m3/h
07/12/2024 09:00	355 m3/h
07/12/2024 09:15	351 m3/h
07/12/2024 09:30	336 m3/h
07/12/2024 09:45	332 m3/h
07/12/2024 10:00	347 m3/h
07/12/2024 10:15	332 m3/h
07/12/2024 10:30	339 m3/h
07/12/2024 10:45	333 m3/h
07/12/2024 11:00	306 m3/h
07/12/2024 11:15	296 m3/h
07/12/2024 11:30	301 m3/h
07/12/2024 11:45	321 m3/h
07/12/2024 12:00	320 m3/h
